tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err,Table1.Disposition
00138359318-01,138359318,1,s0040,44441,1.01877,,2390.97,,2459390.97,,0.300938,,6.5183,,86.6589,,0.379888,,1.49736,,0.397268,,101877,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5712936,-0.0855,0.4172728,-0.2379788,27,mandel-agol_geometric_transit_model,TRUE,18.3271,5020.192,5973.171,15.27012,47.07916,33.93682,778,681.0745,32.8533,,0.0198,,1811.41,,2544.43,,1,1,5780,0,4.438,0,0,0,1,0,1,0,Solar,Solar,Solar,Solar,Solar,1.018684149,-1,2390.966962,-1,2459390.967,-1,1.456220516,-1,0.432576786,-1,104831.163,-1,TRUE,20026,6519,2.33211,14018.41,0.0371461,0.7010681,2.48976,-3.494143,-0.12641,-0.190301,5.348742,13.89243,0.9041718,0,0,2.80818,1.077267,3625.468,347.696,1.678488,5.21736,2.26E-39,7.533504,-0.0311,1.064828,28,12.21052,5.665984,-1.66049,2.642023,2.849682,2.709395,3.298168,2.692477,-0.4870315,2.641993,-1.987669,2.709383,2.046467,2.705611,KP
00138361973-01,138361973,1,s0040,44441,1.88215,,2390.87,,2459390.87,,0.0272,,6.34173,,89.0348,,0.106827,,2.32688,,0.0629,,855.615,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4964012,0.2109271,-0.00402,-0.065,15,mandel-agol_geometric_transit_model,TRUE,20.37967,4239.131,5155.876,18.41579,44.47348,66.28857,1123,1023.938,3.34949,,0.0311829,,1613.82,,1603.04,,1,1,6084,123.118,4.39124,0.0775,0,0,1.12685,0.0502,0.7968449,0.1465422,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.881943583,-1,2390.870726,-1,2459390.871,-1,3.013994383,-1,0.911142422,-1,920.4495394,-1,TRUE,20838,8924,2.824302,126.5701,-0.126506,0.6958523,2.1597,-2.306179,1.36525,1.17914,8.127003,14.86616,25.58602,0,0,6.035058,5.913802,3910.812,953.7948,0.8514081,2.403626,2.39E-49,7.098118,-0.1647914,1.021114,15,11.69495,7.406727,21.38472,2.51949,19.72062,2.530369,29.08967,2.524496,20.8257,2.519068,19.02266,2.530367,28.20587,2.524214,PC
00138475192-01,138475192,1,s0047,44613,2.95946,,2581.52,,2459581.52,,0.0421,,27.4186,,89.1009,,0.430219,,0.782854,,0.0384479,,2005.3,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6174254,-0.2578147,0.6530185,-0.3286198,8,mandel-agol_geometric_transit_model,TRUE,10.01621,913.7474,1165.24,8.512353,13.84724,12.59174,239,193.2372,5.45729,,0.0400924,,1335.89,,752.677,,1,1,5560,123.56,4.27915,0.078,0,0,1.1887,0.0583,0.5835493,0.1086327,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.959924936,-1,2581.517874,-1,2459581.518,-1,0.817811804,-1,0.137688619,-1,1877.402426,-1,TRUE,17064,1917,2.478671,490.8035,-0.0101273,0.6287766,2.79689,-3.013049,0.93331,-0.202801,5.567204,8.75451,0.0154,0,0,14.57315,38.08813,4035.531,2635.341,0.3563617,1.024206,5.29E-18,7.246364,0.0247,1.018948,9,7.410495,3.723573,-0.5739936,2.509416,0.1839684,3.273955,0.6027545,2.590186,-0.1859814,2.509336,0.3098147,3.273953,0.3613505,3.089884,PC
00138497780-01,138497780,1,s0046,44643,3.6756,0.000029,2476.25,0.000124,2459476.25,0.000124,0.134649,0.332274,7.38137,1.20079,82.4694,1.12952,0.967377,0.476356,2.27783,0.0107037,1.13892,0.00535,9627.35,891.323,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4468465,0.4189984,-0.3142064,0.0685,19,mandel-agol_geometric_transit_model,TRUE,49.60904,5200.288,5944.005,47.24504,219.4492,121.7888,1077,1394.52,21.9055,29.679,0.0501,0.00608,1517.28,32.8628,1252.52,11.0322,1,111,6305,178.182,4.18499,0.0915,0,0,1.49021,0.0791,0.3747505,0.0814,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.675277233,-1,2476.251501,-1,2459476.252,-1,2.204126016,-1,0.851874545,-1,9500.565729,-1,TRUE,48811,8733,1.952943,326.0015,-0.0682177,0.7087616,2.56383,-2.509116,1.46942,1.54164,12.69346,40.61007,7.864532,0,0,0.9382634,1.014749,2308.809,622.0628,-0.0608,1.264512,0,7.372749,-0.201495,1.064452,21,23.86148,4.195212,-2.198509,2.519143,-4.953256,2.897783,5.419242,2.83894,-0.0357,2.522327,-0.0231,2.529484,0.0425,2.524439,PC
00138588540-01,138588540,1,s0014,44329,14.209,,1689.19,,2458689.19,,0.0223141,,25.6229,,88.7328,,0.56666,,3.60626,,0.114836,,548.436,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6424721,-0.374988,0.8222063,-0.3911265,2,mandel-agol_geometric_transit_model,TRUE,8.054847,843.2568,1018.989,7.600221,6.262778,5.87742,206,168.0371,1.79172,,0.112529,,608.492,,32.3996,,1,1,5393.86,139.682,4.67802,0.089,0,0,0.735511,0.0446,2.36282,0.5049557,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,14.20971584,-1,1689.191507,-1,2458689.192,-1,3.585752284,-1,0.185100835,-1,535.9383723,-1,TRUE,18384,1645,2.51901,209.3022,0.0333595,0.6926965,3.33323,-2.788283,-1.78891,-1.70141,7.939776,8.2888,8.956496,0,0,454.1861,356.238,4343.137,844.9759,1.272144,4.417604,0.000000685,9.748729,-4.670035,2.677775,2,8.381385,2.548517,-20.20195,2.509732,-5.629999,2.523269,20.97178,2.51071,-20.3636,2.507828,-5.605039,2.523268,21.12091,2.508919,PC
00138644215-01,138644215,1,s0040,44441,1.54493,,2391.22,,2459391.22,,0.0794,,6.53807,,82.5549,,0.847172,,1.21994,,0.281889,,5919.27,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5101567,0.2189452,-0.0469,-0.0416,17,mandel-agol_geometric_transit_model,TRUE,11.40561,2828.603,3336.441,10.8626,25.45774,26.47172,479,521.6489,12.8957,,0.0275,,1991.47,,3717.2,,1,1,6136.25,132.502,4.15767,0.0886,0.0854,0.0126289,1.4874,0.0734,0.3525673,0.074,TIC8.2,TIC8.2,TIC8.2,TIC8.2,TIC8.2-Der,1.545168042,-1,2391.219911,-1,2459391.22,-1,1.330951924,-1,0.664164408,-1,7123.311951,-1,TRUE,19680,4070,2.534186,1422.944,-0.0250855,0.5769315,2.62811,-2.359233,1.0757,0.981256,6.332135,10.40762,1.537784,0,0,3.558907,1.499265,4229.055,429.9287,1.706775,5.112721,6.43E-18,8.515663,-1.006331,1.335768,18,5.931286,2.441109,5.803977,2.775234,15.42555,3.037811,16.48132,3.006494,0.5822089,2.775133,-0.383662,3.037808,0.6972544,2.857214,KP
00138727432-01,138727432,1,s0029,44316,6.86487,-1,2119.24,-1,2459119.24,-1,0.0724,-1,10.1702,-1,85.7059,-1,0.761496,-1,3.90838,-1,0.584078,-1,5253.41,0,0,-1,0,-1,claret_tess_nonlinear_limb_darkening_model,0.518422,0.1220988,0.1293718,-0.1208269,4,mandel-agol_geometric_transit_model,TRUE,47.15681,1794.363,2176.497,45.1221,193.7097,3.48786,419,445.1271,10.9085,-1,0.0726,-1,1142.41,-1,402.536,-1,1,1,5937,131.129,4.19176,0.0771,0,0,1.37995,0.0669,0.4110518,0.0756,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,6.86388588,-1,2119.244074,-1,2459119.244,-1,3.835499767,-1,0.645304153,-1,5013.214126,-1,TRUE,16636,3354,2.032305,323.9456,-0.0684966,0.4478702,2.45969,-2.063615,-1.1403,-0.994467,19.47457,36.94043,5.265918,0,0,7.886702,3.739977,2959.957,345.2109,1.841375,5.224329,9.54E-160,8.5914,-1.196104,1.41744,4,31.85253,7.16413,0.1168653,2.510399,-1.848653,2.514873,1.852344,2.514855,0.023,2.510396,-1.748587,2.514869,1.748738,2.514868,PC
00138762614-01,138762614,1,s0022,44316,16.7961,,1904.15,,2458904.15,,0.0394223,,36.7159,,89.5633,,0.279839,,3.49893,,0.143568,,1816.28,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6747236,0.1275721,-0.0387,-0.005297347,2,mandel-agol_geometric_transit_model,TRUE,8.712941,883.4274,1094.457,8.417459,7.312536,5.17702,209,220.3065,2.50665,,0.106701,,397.839,,5.9204,,1,1,3859,157,4.66612,0.0103418,0,0,0.582436,0.0172029,2.903164,0.1101457,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,16.80277061,-1,1904.148582,-1,2458904.149,-1,4.231105942,-1,0.691093271,-1,1639.490625,-1,TRUE,15425,1666,1.445387,322.4828,-0.0689137,0.6187416,2.3117,-3.222082,3.70275,-2.46669,7.675707,8.49244,3.665438,0,0,321.4617,336.9599,2604.536,690.5112,0.9510381,3.194844,7.88E-12,6.324323,0.0113,1.258204,2,3.705469,2.613307,1.489161,2.861602,-3.55233,3.077028,3.851837,3.045797,0.0808,2.861599,-3.550641,3.077025,3.551559,3.076918,PC
00138819293-01,138819293,1,s0022,44316,2.64397,,1899.67,,2458899.67,,0.081,,15.8042,,87.1622,,0.782434,,0.954893,,0.169044,,6480.56,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6744087,0.230025,-0.158017,0.02009888,8,mandel-agol_geometric_transit_model,TRUE,124.2198,906.7532,1148.012,118.7104,1191.691,89.84383,235,1843.924,3.76406,,0.0280363,,594.047,,29.4309,,1,1,3456,157,4.80352,0.00469,0,0,0.425432,0.0125,5.453682,0.1709426,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,2.644075394,-1,1899.671042,-1,2458899.671,-1,0.972768133,-1,0.232379066,-1,6317.611222,-1,TRUE,17134,1898,2.353037,117.6159,0.0339146,0.6259924,2.15538,-2.730908,0.66109,0.193033,48.29098,119.9736,0.3205852,0,0,3.589786,1.360402,1264.236,132.6684,1.903692,4.948938,0,7.228918,0.1183603,1.001853,11,69.08436,6.009691,0.5498039,2.501446,-0.5430589,2.502529,0.7727854,2.501981,1.709746,2.50144,0.7820228,2.502521,1.880104,2.501627,KP
00138968089-01,138968089,1,s0015,44333,0.64073,,1711.57,,2458711.57,,0.0421,,2.77962,,70.2541,,0.939093,,0.849306,,0.247622,,1433.13,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5762841,-0.0455553,0.3344997,-0.1996018,38,mandel-agol_geometric_transit_model,TRUE,8.068553,4777.009,5663,6.890925,40.38689,30.17269,1086,947.0425,6.76354,,0.0148294,,2574.66,,10384.9,,1,1,5854.65,147.439,4.1262,0.0862,0.102,0.014,1.47292,0.0926,0.331147,0.0689,TIC8,TIC8,TIC8,TIC8,TIC8-Deriv,0.640974224,-1,1711.563254,-1,2458711.563,-1,1.408643522,-1,0.704321761,-1,1577.890174,-1,TRUE,16400,8406,2.0908,327.1562,-0.378095,0.8068545,2.38564,-3.044237,0.46317,-0.133356,3.627776,7.12071,0.01970821,0,0,0.865231,0.4580644,3839.224,499.8019,-0.2942141,2.470621,1.65E-12,7.266873,0.0485,1.01559,41,4.550663,-1.220961,-0.2391442,3.156678,-10.32754,4.128804,10.33031,4.128344,-2.221412,3.15669,-7.386975,4.128801,7.713758,4.057048,PC
00139148528-01,139148528,1,s0001,44328,8.27977,0.0000277,1326.33,0.000829,2458326.33,0.000829,0.0229,0.0135236,18.7024,10.3744,89.3715,617.071,0.205151,27.0661,3.39097,0.232696,0.0792,0.24258,614.457,124.987,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6335948,-0.3215627,0.7394045,-0.3619852,4,mandel-agol_geometric_transit_model,TRUE,8.055228,1543.487,1941.867,7.795946,9.047379,2.22079,416,425.1425,2.28311,2.57638,0.0793,0.000773845,825.812,154.385,109.912,9788.34,1,1,5513,133.197,4.50274,0.079,0,0,0.914215,0.0492,1.269671,0.2410007,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,8.281941414,-1,1326.332404,-1,2458326.332,-1,3.363086136,-1,0.239688228,-1,668.3120093,-1,TRUE,18782,3323,2.123304,226.2115,-0.0341344,0.6168094,2.20482,-3.200811,6.07636,5.00692,4.833675,8.237,2.147988,0,0,150.2557,372.3362,4470.223,2767.828,0.4008628,1.316612,6.65E-26,5.602404,1.292364,0.6639768,4,4.730569,-0.4914845,2.27476,3.039429,3.646349,3.634164,4.29772,3.477818,2.261139,3.039423,3.531327,3.634163,4.193211,3.471747,PC
00139198430-01,139198430,1,s0001,44328,15.3508,0.0000277,1333.09,0.000829,2458333.09,0.000829,0.0993,0.0135236,30.9618,10.3744,88.1675,617.071,0.990105,27.0661,1.81019,0.232696,0.905097,0.24258,4202.37,124.987,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5201964,0.1149172,0.1357433,-0.1241004,2,mandel-agol_geometric_transit_model,TRUE,27.93132,291.626,293.7793,22.74736,47.50581,75.64935,71,319.9415,13.2234,2.57638,0.138068,0.000773845,784.83,154.385,89.6649,9788.34,1,1,5984,0,4.438,0,0,0,1.21977,0,1,0,TIC8.1,Solar,Solar,TIC8.1,Solar,15.3416605,-1,1333.094293,-1,2458333.094,-1,1.695057464,-1,0.72710517,-1,3882.905765,-1,TRUE,18324,503,2.28475,225.8004,0.0280085,0.6161311,2.72549,-2.856942,9.83331,-1.97919,25.11976,21.27602,45.70072,0,0,13.54258,33.34587,2327.776,1432.912,0.3761361,1.076791,1.04E-114,5.223742,0.2315632,0.9256923,2,18.90292,2.763692,-0.7008002,2.550905,-2.120624,2.620937,2.233421,2.614125,-1.180816,2.550904,-2.69184,2.620936,2.939444,2.609761,PC
00139251123-01,139251123,1,s0028,44274,10.7629,0.00828,2066.15,0.00583,2459066.15,0.00583,0.0401,0.00859,19.7761,19.408,89.971,201.034,0.01,53.192,4.32635,0.69561,0.167099,0.71195,1911.99,132.987,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6408004,-0.332078,0.7489809,-0.3616677,2,mandel-agol_geometric_transit_model,TRUE,15.22729,1054.374,1237.644,14.94262,20.99218,1.1281,269,281.6218,10.164,3.0289,0.0935,0.00785,1187.44,50.155,469.866,111.63,1,1,5403,130.967,3.68037,0.0857903,0,0,2.31961,0.142639,0.0753,0.0156,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,10.76110649,-1,2066.149346,-1,2459066.149,-1,4.396598118,-1,0.477283698,-1,1855.006396,-1,TRUE,14684,2156,1.720756,282.9467,-0.100099,0.4596569,2.02485,-2.123748,6.83747,7.61525,10.10632,13.55956,0.4314415,0,0,13.17461,9.095667,3497.744,597.587,1.338506,3.85256,4.96E-26,5.025125,-1.295828,1.416561,2,7.831618,0.2018268,2.948803,2.601671,0.3723579,2.68571,2.97222,2.603012,2.485633,2.601662,-0.3438511,2.685709,2.509304,2.603265,PC
00139285832-01,139285832,1,s0028,44274,0.776921,0.00828,2062.45,0.00583,2459062.45,0.00583,0.0339,0.00859,3.00964,19.408,76.421,201.034,0.706622,53.192,1.54876,0.69561,0.10032,0.71195,1190.96,132.987,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6757374,-0.4965637,0.9758289,-0.4398504,26,mandel-agol_geometric_transit_model,TRUE,14.34785,5201.772,6156.497,11.88223,35.90234,28.87722,1067,824.8008,3.54859,3.0289,0.0159,0.00785,1780.46,50.155,2374.9,111.63,1,1,5190,133.344,4.41935,0.0874,0,0,0.95852,0.0577,0.9994217,0.209915,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.776993513,-1,2062.445902,-1,2459062.446,-1,1.671678529,-1,0.286039397,-1,1213.460629,-1,TRUE,14643,7238,1.78613,164.8542,-0.166393,0.5845349,1.87561,-1.475201,0.53114,0.479749,3.945203,10.14723,0.01412705,0,0,1.81125,1.563136,3193.495,684.7773,0.5189887,2.050475,2.85E-23,7.213998,-0.3423863,1.062953,32,10.80088,3.003845,0.4688748,2.634413,-2.356572,2.750045,2.402764,2.745731,-0.5203698,2.634412,-2.510014,2.750043,2.563388,2.745375,PC
00139528693-01,139528693,1,s0005,44379,2.17535,-1,1438.2,-1,2458438.2,-1,0.0826,-1,3.87148,-1,89.852,-1,0.01,-1,4.70968,-1,0.367036,-1,7811.95,-1,0,-1,0,-1,claret_tess_nonlinear_limb_darkening_model,0.4171826,0.5286098,-0.4694621,0.1377438,11,mandel-agol_geometric_transit_model,TRUE,68.88826,5740.686,7068.01,69.28597,441.1197,2.55327,1349,1369.255,18.5974,-1,0.0352,-1,2124.24,-1,4812.09,-1,1,1,6291,130.117,3.89914,0.0866,-0.07,0.05,2.0626,0.102535,0.1401925,0.0288,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,2.174999237,-1,1438.202754,-1,2458438.203,-1,4.661174882,-1,0.427045587,-1,7792.403687,-1,TRUE,17478,8259,4.124979,1060.264,-0.268115,0.4523239,1.20435,-1.948363,1.57081,1.2722,11.6447,31.60976,1.307824,0,0,2.092409,0.5908459,3950.075,257.1817,1.848889,6.741017,1.04E-197,7.502752,0.02010613,1.053873,12,33.35641,11.65025,-0.7273019,2.506112,0.4462685,2.508951,0.8533016,2.506888,0.3098599,2.506109,0.2165416,2.508948,0.3780257,2.507041,KP
00139733308-01,139733308,1,s0005,44379,4.76345,-1,1441.13,-1,2458441.13,-1,0.104681,-1,13.7975,-1,89.9585,-1,0.01,-1,2.91652,-1,0.276833,-1,13112.1,-1,0,-1,0,-1,claret_tess_nonlinear_limb_darkening_model,0.6675219,-0.4649969,0.9363284,-0.4288215,4,mandel-agol_geometric_transit_model,TRUE,62.6621,1339.169,1632.248,59.87661,336.6924,5.58365,224,275.2411,10.0053,-1,0.0535,-1,938.368,-1,183.237,-1,1,1,5258,123.009,4.50779,0.0846,0,0,0.87551,0.0492,1.341309,0.2719142,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,4.763886929,-1,1441.133337,-1,2458441.133,-1,2.866602888,-1,0.337781363,-1,12186.75623,-1,TRUE,16684,2322,2.382805,461.1231,-0.13765,0.5421394,2.59545,-2.309641,0.89025,-0.280578,34.81469,58.22411,0.4749019,0,0,7.259613,3.300658,2381.452,264.3888,1.896474,5.40104,0,5.581583,1.307508,0.616311,5,40.04096,9.035692,0.01953709,2.514973,-0.2152356,2.513623,0.2161205,2.513634,0.6209152,2.514971,0.09,2.51362,0.6273984,2.514943,KP
00139771134-01,139771134,1,s0027,44274,0.913545,0.00245,2036.73,0.00457,2459036.73,0.00457,0.0883,0.00523,3.41515,5.46215,73.898,17.3058,0.947187,2.12127,1.14511,0.428531,0.572556,0.435392,4895.72,121.025,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.7485835,-0.7323692,1.231528,-0.4790599,25,mandel-agol_geometric_transit_model,TRUE,18.75093,3528.163,4197.082,16.9486,46.75343,30.78654,689,580.4702,7.44082,1.93425,0.0165,0.00495,1369.4,63.1807,831.074,281.108,1,1,4540.87,129.529,4.52039,0.101062,0.160856,0.0877,0.771805,0.0623,1.566326,0.3857803,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,0.913604617,-1,2036.732372,-1,2459036.732,-1,1.098690122,-1,0.361475635,-1,4782.582833,-1,TRUE,17515,5977,0.9494308,235.0618,-0.179655,0.5487735,1.33612,-2.614972,0.59136,0.419421,5.499228,14.91345,0.4152694,0,0,0.6377285,0.9909341,1892.035,732.8559,-0.3655859,0.7100602,7.26E-53,7.005537,0.1233468,0.9693241,27,8.525128,2.037083,2.017374,2.5866,4.010268,2.750994,4.489103,2.718595,2.117416,2.586576,4.388789,2.750991,4.872876,2.720708,PC
00139853601-01,139853601,1,s0034,44264,0.68087,0.00329,2228.88,0.0042,2459228.88,0.0042,0.0542,0.0319,1.26873,115.918,38.7037,27.2581,0.990105,12.2944,2.46346,0.774302,1.23173,0.805532,1507.8,405.881,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.646972,-0.4202628,0.3603344,-0.1274112,35,mandel-agol_geometric_transit_model,TRUE,49.78632,7536.096,8924.756,42.3619,187.4259,149.47,1498,1719.212,5.91159,2.37161,0.0151541,0.0015,4382.03,22.1188,87140.7,2.96223,1,1,12225,130,4.438,0,0,0,1,0,1,0,TIC8.1,Solar,Solar,Solar,Solar,0.680740893,-1,2228.881367,-1,2459228.881,-1,2.426578374,-1,1.073496749,-1,1514.470745,-1,TRUE,18395,8320,2.682418,74.21239,-0.0477041,0.6170704,1.53095,-1.501203,0.18609,0.329144,6.305768,23.64802,30.95682,0,0,0.2682911,0.1734031,4876.038,789.5759,-4.219698,0.6245799,2.77E-124,7.217467,0.1837261,0.9908131,38,32.15762,1.99466,-1.014629,2.503397,-0.5583898,2.503761,1.158132,2.503482,-0.129856,2.503396,-0.8221427,2.50376,0.8323348,2.503751,EB
00140067837-01,140067837,1,s0028,44274,13.2617,0.00828,2065.41,0.00583,2459065.41,0.00583,0.135092,0.00859,25.2146,19.408,87.8452,201.034,0.948047,53.192,2.5101,0.69561,1.25505,0.71195,10914.3,132.987,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.580035,-0.1190945,0.4651647,-0.257309,2,mandel-agol_geometric_transit_model,TRUE,19.28513,583.8376,703.4587,19.46695,36.43077,0.58281,119,108.5883,15.9129,3.0289,0.110437,0.00785,790.864,50.155,92.4544,111.63,1,1,5734,131.4,4.38064,0.0759,0,0,1.07899,0.0534,0.8121241,0.1474437,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,13.26110554,-1,2065.406658,-1,2459065.407,-1,2.510970359,-1,1.114176143,-1,11626.31623,-1,TRUE,14719,956,2.366297,1141.211,-0.0649299,0.6751645,2.50982,-2.489225,-1.88474,4.40553,14.58174,19.55278,0.00615,0,0,30.23925,59.94735,2867.378,1419.968,0.487749,1.462041,2.48E-47,6.324321,-0.8783382,1.418527,2,8.756753,3.88823,0.2626105,2.566481,0.578107,2.685592,0.6349582,2.665595,-0.9452597,2.56648,-0.1672267,2.685589,0.9599378,2.570176,PC
00140068425-01,140068425,1,s0001,44328,2.28138,0.0000277,1327.4,0.000829,2458327.4,0.000829,0.03,0.0135236,24.6333,10.3744,89.5067,617.071,0.212069,27.0661,0.713362,0.232696,0.0217,0.24258,1025.06,124.987,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4303605,0.4971381,-0.4196504,0.1145501,11,mandel-agol_geometric_transit_model,TRUE,11.53861,1047.702,1287.905,9.907359,19.05232,8.59719,325,336.4419,7.71564,2.57638,0.0361,0.000773845,2221.96,154.385,5760.58,9788.34,1,1,6231,129.085,3.77323,0.0875,0,0,2.35511,0.11186,0.0919,0.019,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,2.28141284,-1,1327.399649,-1,2458327.4,-1,0.923420747,-1,0.323200675,-1,1179.35098,-1,TRUE,18690,2536,2.951048,261.6387,-0.0596046,0.5755344,2.85048,-2.409476,1.14389,1.17306,4.600571,10.0859,0.6875131,0,0,3.144194,6.669672,4574.61,2422.685,0.3214841,0.9704307,7.9E-24,7.078663,-0.3754172,1.046507,12,7.343021,-0.2713515,2.493872,2.565114,10.1312,2.774377,10.43362,2.762848,3.184142,2.565099,9.474033,2.774375,9.994802,2.75386,PC
00140691463-01,140691463,1,s0009,44473,2.08466,0.0000699,1543.34,0.00204,2458543.34,0.00204,0.109506,0.0247,6.44433,9.47777,83.3057,3376.59,0.751233,139.448,2.03716,0.301687,0.42315,0.397604,12036.2,55.7034,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5994106,-0.1916779,0.5641919,-0.2948028,11,mandel-agol_geometric_transit_model,TRUE,72.06549,2355.604,2855.758,60.75723,326.1473,565.6385,481,1004.324,13.2275,1.85546,0.032,0.000887,1463.92,73.3496,1085.42,336.784,1,1,5638,133.93,4.35019,0.0824,0,0,1.10646,0.0579,0.7383363,0.1452548,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,2.084638357,-1,1543.339432,-1,2458543.339,-1,1.984808024,-1,0.430454251,-1,11946.7997,-1,TRUE,15612,3673,1.452266,254.2402,0.0712604,0.641229,1.79724,-1.999347,0.90275,-0.292995,18.12786,42.35161,0.7735833,0,0,0.8162626,0.575233,2151.378,375.8956,-0.3194138,1.806519,0,6.453754,0.1808803,0.8837717,13,36.35153,7.976515,0.3270819,2.50054,-0.5157447,2.512831,0.6107169,2.509312,0.4937758,2.500537,-0.4315816,2.51283,0.6558027,2.505868,CP
00140706664-01,140706664,1,s0035,44298,3.28868,0.00495,2255.07,0.00905,2459255.07,0.00905,0.0699,0.00355,2.46934,0.3287,66.3618,2.37099,0.990105,0.0167975,4.52828,0.592609,2.26414,2.42628,2086.11,192.105,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5712936,-0.0855,0.4172728,-0.2379788,5,mandel-agol_geometric_transit_model,TRUE,15.19102,2290.79,2807.269,13.97598,21.65107,0.86196,524,478.2204,7.6346,1.52219,0.0433015,0.00495,1225.65,63.1923,533.327,281.302,1,1,5780,0,4.438,0,0,0,1,0,1,0,Solar,Solar,Solar,Solar,Solar,3.290276289,-1,2255.058008,-1,2459255.058,-1,4.957706872,-1,2.477571912,-1,2592.901434,-1,TRUE,13754,4241,0.8227067,140.1824,-0.0558396,0.5090277,1.86108,-2.026598,-0.5278,-0.375023,6.879069,12.95116,0.9885771,0,0,2.480863,6.65921,2378.26,1595.949,0.2223782,0.7222069,3.6E-34,7.482973,-0.2528398,1.088414,8,8.691038,8.720499,-1.743121,2.508608,35.21868,2.509979,35.26179,2.509976,-1.662094,2.508603,34.18248,2.509978,34.22287,2.509974,PC
