tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err,Table1.Disposition
00140760434-01,140760434,1,s0011,44497,18.2376,0.000255,1602.52,0.00077,2458602.52,0.00077,0.0738,0.0686,11.3998,0.11303,87.2262,0.72072,0.551667,0.0975,11.2852,0.0189,1.08788,0.00946,5946.74,488.686,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5266778,0.1126051,0.1260079,-0.1181871,2,mandel-agol_geometric_transit_model,TRUE,31.91918,3331.725,3062.822,39.54372,140.8408,1299.901,629,1996.781,16.0302,21.1876,0.214559,0.00447,809.957,70.3557,101.711,837.681,1,1,6028.84,0,4.438,0,0.0445,0.0469,1.98893,0,1,0,TIC8.1,Solar,TIC8.1,TIC8.1,Solar,18.2291584,-1,1602.524692,-1,2458602.525,-1,11.32732716,-1,1.481476318,-1,5815.495922,-1,TRUE,20005,4581,0.9534758,198.3872,-0.365585,0.7110913,2.67128,-2.866617,1.1597,1.86664,59.33329,43.72405,666.6689,0,0,19.5527,19.41998,2633.323,653.862,0.9553409,2.78861,0,5.22613,3.637215,0.3175673,2,6.283345,2.988623,-0.4668043,2.50062,-0.983492,2.506136,1.088652,2.505123,0.6132865,2.500617,-0.5887531,2.506135,0.8501474,2.503265,EB
00140830390-01,140830390,1,s0011,44497,12.8375,0.000255,1608.33,0.00077,2458608.33,0.00077,0.0946,0.0686,10.5462,0.11303,88.5794,0.72072,0.261449,0.0975,9.90406,0.0189,0.915771,0.00946,10292.6,488.686,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5200739,0.1192584,0.1432243,-0.1264299,2,mandel-agol_geometric_transit_model,TRUE,34.73516,2203.147,2760.808,27.08369,68.85249,0.12675,539,535.6454,25.2934,21.1876,0.109118,0.00447,1215.69,70.3557,516.198,837.681,1,1,5815,128.529,3.68114,0.0741,0,0,2.4494,0.11699,0.0715,0.01265638,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,12.8388834,-1,1608.329681,-1,2458608.33,-1,9.953314577,-1,1.410149947,-1,9471.651948,-1,TRUE,11653,4224,1.582168,831.5099,0.0960515,0.4880563,1.9466,-1.975549,9.33747,9.13747,18.14941,25.23488,0.1469144,0,0,8.51371,5.279292,3210.657,493.7473,1.423242,4.023906,0,3.723269,0.8628223,0.5858322,2,23.42767,8.133285,0.6899176,2.501275,-5.492548,2.511032,5.535709,2.510881,-0.1666771,2.501269,0.5836904,2.511031,0.607022,2.510296,EB
00141205978-01,141205978,1,s0048,44648,1.55748,,2608.23,,2459608.23,,0.0577,,7.0457,,84.8859,,0.628045,,1.44643,,0.12665,,3576.63,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6580752,-0.4211959,0.8744571,-0.4080226,13,mandel-agol_geometric_transit_model,TRUE,25.0993,2399.56,2824.52,24.29806,65.24777,9.76525,581,578.6679,5.87338,,0.0256,,1423.58,,970.626,,1,1,5343,125.254,4.46212,0.0812,0,0,0.932969,0.0513,1.133059,0.2208648,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.557218909,-1,2608.230295,-1,2459608.23,-1,1.727224461,-1,0.521177187,-1,3815.864622,-1,TRUE,15258,4641,2.181925,308.6657,-0.112762,0.7119692,2.32835,-2.935545,1.06248,0.209699,6.996383,20.17971,0.1235673,0,0,3.223291,1.595841,2949.158,358.944,1.393178,4.197521,2.79E-97,6.969143,0.1713031,0.9574344,18,14.12482,4.509589,0.0875,2.547644,-0.8528721,2.599841,0.8573452,2.599303,0.4000742,2.547643,-1.155281,2.599838,1.222593,2.594299,PC
00141227133-01,141227133,1,s0035,44298,2.42259,0.00495,2255.12,0.00905,2459255.12,0.00905,0.0816,0.00355,4.18308,0.3287,77.8354,2.37099,0.881464,0.0167975,2.84815,0.592609,0.840263,2.42628,5858.81,192.105,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.69379,0.0277,0.1280934,-0.0819,8,mandel-agol_geometric_transit_model,TRUE,48.13712,2901.051,3353.781,37.26551,126.3003,182.7228,419,531.752,1893.27,1.52219,1.25776,0.00495,2105.57,63.1923,4645.13,281.302,1,1,3671,123,4.438,0,0,0,212.512,0,1,0,TIC8.1,Solar,Solar,TIC8.1,Solar,2.422221184,-1,2255.11857,-1,2459255.119,-1,2.873071283,-1,0.830602724,-1,6118.047131,-1,TRUE,14003,3815,2.335872,290.8334,-0.0705605,0.6956563,2.87674,-3.989226,1.19998,0.518032,15.03067,29.37505,5.369908,0,0,0.0706,0.02998203,1678.154,186.7966,-30.99811,-2.140548,4.16E-194,6.933256,-0.1157771,0.9930477,11,12.24029,6.163541,-13.73754,2.502429,-11.38478,2.50687,17.8419,2.504238,-12.72204,2.502148,-9.722734,2.506868,16.01193,2.503889,PC
00141363913-01,141363913,1,s0035,44298,3.47824,0.00495,2255.2,0.00905,2459255.2,0.00905,0.0377,0.00355,5.37459,0.3287,80.2388,2.37099,0.911216,0.0167975,2.49388,0.592609,0.47015,2.42628,1246.58,192.105,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4173554,0.5676765,-0.5255702,0.1622979,6,mandel-agol_geometric_transit_model,TRUE,17.67665,1731.615,2124.794,16.87812,30.66611,15.79987,359,351.718,12.7384,1.52219,0.0477688,0.00495,2210.99,63.1923,5647.65,281.302,1,1,6221,132.648,3.53482,0.0982,0,0,3.09894,0.256433,0.0403,0.00971,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,3.477776289,-1,2255.199896,-1,2459255.2,-1,2.402595779,-1,0.434756545,-1,1295.590939,-1,TRUE,14418,2876,1.977264,176.022,0.0688302,0.526345,2.09389,-3.154299,2.44581,0.251366,7.781021,15.4366,0.0454,0,0,1.361765,0.6869435,3692.774,448.4616,0.5266298,3.224213,1.14E-71,6.301873,0.2987108,0.847437,8,8.354057,4.28099,0.742483,2.577091,2.519394,2.646286,2.626524,2.640823,0.4537439,2.577089,2.885476,2.646284,2.920934,2.644636,PC
00141527579-01,141527579,1,s0003,44348,15.0839,0.0000883,1389.29,0.0013,2458389.29,0.0013,0.0446,0.00453,48.179,0.0134447,89.906,0.411081,0.0791,0.00642,2.49154,0.0316,0.107115,0.0158,2351.14,864.917,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6790981,0.2116488,-0.138946,0.01417848,2,mandel-agol_geometric_transit_model,TRUE,7.193089,574.3773,715.9205,7.082927,5.754181,4.08178,149,158.6762,2.29919,2.7739,0.0929,0.00164,350.616,143.72,3.57147,6774.19,1,1,3526,157,4.76216,0.00716,0,0,0.471842,0.014121,4.470572,0.1527572,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,15.08610535,-1,1389.293981,-1,2458389.294,-1,2.794188386,-1,1.309753167,-1,3373.021628,-1,TRUE,12620,1175,1.655181,534.1385,-0.09846,0.4929571,2.32374,-2.466072,-0.5278,0.53331,6.690693,7.57092,0.0426,0,0,479.8931,750.3359,2537.219,998.0789,0.6382383,2.19054,5.29E-24,4.525132,0.8718283,0.6675057,2,6.196826,0.4488631,3.667022,2.551199,2.659947,3.317398,4.530162,2.838809,3.203192,2.550363,-0.2425435,3.317395,3.212362,2.555388,PC
00141608198-01,141608198,1,s0001,44328,9.0108,0.0000277,1329.83,0.000829,2458329.83,0.000829,0.0542242,0.0135236,32.8333,10.3744,89.9125,617.071,0.0501,27.0661,2.20814,0.232696,0.113882,0.24258,3464.7,124.987,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6654007,0.2804081,-0.2287087,0.0472,2,mandel-agol_geometric_transit_model,TRUE,7.907837,492.0954,527.6923,6.814343,5.236345,0.11732,107,120.7916,1.95435,2.57638,0.0575,0.000773845,345.221,154.385,3.35669,9788.34,1,1,3264,157,4.89378,0.0021,0,0,0.330146,0.00997,8.651153,0.2644791,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,9.011107445,-1,1329.822405,-1,2458329.822,-1,2.519463959,-1,0.646582734,-1,3874.476402,-1,TRUE,18181,806,2.989524,1106.481,0.0234647,0.7133546,3.003,-2.511727,3.98192,5.81248,5.731442,7.66979,0,0,0,526.2658,717.7927,2556.462,880.2264,0.7317793,2.511675,9.31E-19,5.623193,0.7385976,0.79075,3,6.33365,0.0585262,1.638491,2.631133,-6.84204,3.542582,7.035493,3.499242,0.6601685,2.630958,-8.743196,3.542578,8.768085,3.538072,PC
00141663464-01,141663464,1,s0038,44393,1.76433,0.00929,2335.33,0.00652,2459335.33,0.00652,0.0491,0.00446,2.91579,6.21935,72.9638,3.84737,0.854256,0.401046,2.96783,0.597483,0.470175,0.616091,2291.85,155.035,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.56246,-0.0298,0.0704,-0.0552,15,mandel-agol_geometric_transit_model,TRUE,50.13124,5584.785,6711.689,40.4771,157.6583,25.64153,1045,1057.765,27.231,1.7065,0.0845,0.00785,2899.23,50.1472,16697.5,111.56,1,1,8472,123,4.438,0,0,0,5.08456,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,1.764165163,-1,2335.332812,-1,2459335.333,-1,2.909512058,-1,0.466614095,-1,2136.434122,-1,TRUE,21136,8938,7.155189,347.8905,-0.122137,0.9554659,6.93188,-3.729881,0.84748,0.944698,15.85291,43.18722,0.5093362,0,0,1.844507,0.2638944,5223.877,201.6515,3.200171,11.28483,2.22E-296,8.237266,-0.1297042,1.177853,15,28.32914,14.12733,6.151541,2.500417,5.904575,2.500821,8.52675,2.500611,6.782969,2.500392,8.931054,2.500821,11.21483,2.500664,PC
00141768070-01,141768070,1,s0010,44494,2.78626,0.000173571,1569.62,0.000441252,2458569.62,0.000441252,0.11039,0.056,9.27764,0.0941,85.1483,0.594329,0.784678,0.0795,1.81116,0.0169,0.422864,0.00847,11873.8,432.97,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6731326,-0.4799412,0.9522833,-0.4339259,8,mandel-agol_geometric_transit_model,TRUE,35.73822,1645.029,2038.921,35.77133,124.8593,3.98287,359,352.072,12.06,17.3567,0.0374344,0.00446796,1195.95,70.3584,483.469,837.813,1,1,5242,126.732,4.39167,0.0841,0,0,1.00073,0.0564,0.8981587,0.1812102,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,2.785533667,-1,1569.619867,-1,2458569.62,-1,1.688219773,-1,0.3756756,-1,10334.43385,-1,TRUE,14937,2855,2.899814,1149.547,0.089418,0.7214482,2.21379,-2.870128,0.88331,0.826366,11.74518,30.70807,0.0581,0,0,6.09324,1.581912,2905.123,175.9059,3.219673,9.352735,1.92E-270,6.525366,0.4365136,0.8620446,10,21.32907,0.9126579,3.915866,2.502755,3.524485,2.550853,5.268396,2.524394,0.6791026,2.50241,-0.0429,2.550851,0.6804585,2.502605,PC
00141776043-01,141776043,1,s0034,44264,4.0618,0.00329,2232.72,0.0042,2459232.72,0.0042,0.0969,0.0319,3.63434,115.918,74.1911,27.2581,0.990105,12.2944,4.20225,0.774302,2.10112,0.805532,4050.6,405.881,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4851336,0.2540708,-0.0675,-0.0386,6,mandel-agol_geometric_transit_model,TRUE,24.27809,2508.962,2931.763,24.73141,54.34989,105.0336,626,723.4464,10.5794,2.37161,0.0498,0.0015,1215.68,22.1188,516.182,2.96223,1,1,6151,142.477,4.438,0,0,0,1,0,1,0,TIC8.1,Solar,Solar,Solar,Solar,4.061109066,-1,2232.719032,-1,2459232.719,-1,4.530815658,-1,1.899269851,-1,4652.571136,-1,TRUE,17324,4794,2.052489,363.4819,-0.106865,0.5881796,1.51375,-1.972366,2.95275,2.43053,11.11281,17.78652,0.00389,0,0,4.439244,11.70312,2728.275,1799.238,0.2938742,0.8405819,6.66E-77,6.998662,0.5401949,0.9310446,6,10.46612,14.47375,-20.53473,2.520099,20.25269,2.505263,28.84175,2.512795,-19.38272,2.519978,20.54607,2.505261,28.2459,2.512202,PC
00142087638-01,142087638,1,s0029,44316,20.3645,-1,2120.13,-1,2459120.13,-1,0.0323,-1,35.6854,-1,89.9474,-1,0.0327,-1,4.49866,-1,0.140849,-1,1202.11,0,0,-1,0,-1,claret_tess_nonlinear_limb_darkening_model,0.4826917,0.2655568,-0.0834,-0.0315,2,mandel-agol_geometric_transit_model,TRUE,8.412591,1001.501,1275.178,7.816157,6.658351,1.47698,269,232.0667,4.15816,-1,0.153431,-1,751.609,-1,75.4203,-1,1,1,6142,132.18,4.35874,0.0832,0,0,1.18003,0.0538,0.7060681,0.1389898,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,20.36249161,-1,2120.14137,-1,2459120.141,-1,6.526175303,-1,1.751877814,-1,1851.818975,-1,TRUE,16306,2155,1.334899,217.4346,-0.0767237,0.3576471,1.76398,-1.825634,-1.16669,-0.719467,6.349697,8.08729,1.60878,0,0,162.8647,180.694,4151.347,1146.866,0.8957945,2.963394,2.14E-25,4.625698,1.542497,0.6324665,2,6.141829,-0.9879975,-2.570897,2.577674,6.991711,3.243637,7.449399,3.171662,-2.554701,2.577552,6.976613,3.243636,7.429645,3.172181,PC
00142090065-01,142090065,1,s0019,44334,2.82625,,1816.94,,2458816.94,,0.0303147,,15.014,,87.3294,,0.699565,,1.08941,,0.0612,,947.511,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4101438,0.6515525,-0.7468042,0.2676288,8,mandel-agol_geometric_transit_model,TRUE,12.86971,1048.218,1293.259,10.42284,15.551,6.56488,209,191.4094,4.9834,,0.0455,,1796.09,,2459.42,,1,1,7072,131.169,4.27732,0.0852,0,0,1.50581,0.0587,0.458722,0.0918,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,2.82715416,-1,1816.935812,-1,2458816.936,-1,1.484140988,-1,0.452437263,-1,1029.746456,-1,TRUE,17863,1875,3.158195,287.6919,-0.00657729,0.5946234,3.44379,-2.776398,1.59303,-0.523634,6.187592,11.53684,3.001575,0,0,13.16792,6.964126,5289.904,683.8809,1.747229,5.083346,7.9E-29,7.259132,-0.4158638,1.078825,9,10.48467,3.568059,-5.442351,2.504279,-6.601199,2.589279,8.555408,2.555223,-5.727293,2.502981,-6.550393,2.589278,8.701122,2.552247,PC
00142105158-01,142105158,1,s0027,44274,2.9361,0.00245,2038.42,0.00457,2459038.42,0.00457,0.0724,0.00523,10.9351,5.46215,89.8434,17.3058,0.0299,2.12127,2.20237,0.428531,0.149169,0.435392,6358.11,121.025,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.7256665,-0.6176772,1.09709,-0.4652172,8,mandel-agol_geometric_transit_model,TRUE,30.72168,2055.898,2525.763,28.81017,83.09976,26.99638,478,469.6282,6.52921,1.93425,0.038,0.00495,1042.73,63.1807,279.389,281.108,1,1,5070,116.935,4.53327,0.084,0.273342,0.1,0.826247,0.0487,1.507161,0.304846,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,2.936109781,-1,2038.417934,-1,2459038.418,-1,2.202890281,-1,0.252292544,-1,6092.497498,-1,TRUE,15447,3652,2.16116,555.4001,-0.257602,0.6176937,2.0599,-2.622812,1.45414,-0.220856,10.09229,22.99577,0.01144267,0,0,10.36791,4.965158,2892.913,338.9681,1.88673,5.415696,3.28E-150,6.227113,-0.02490771,0.8827804,8,20.51857,3.718338,0.0868,2.505784,-0.4755477,2.54722,0.4833998,2.545895,0.3870832,2.505784,0.051,2.547218,0.3904274,2.506496,PC
00142117976-01,142117976,1,s0020,44334,20.0243,,1845.74,,2458845.74,,0.0147437,,17.083,,89.6623,,0.100681,,9.04741,,0.132929,,247.873,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4364964,0.4687158,-0.4094752,0.1126861,2,mandel-agol_geometric_transit_model,TRUE,7.858011,2079.962,2518.356,8.63074,7.854458,6.19946,539,554.4438,1.85233,,0.158754,,771.639,,83.7872,,1,1,6495,126.093,4.43957,0.0893,0,0,1.15083,0.05,0.8720845,0.1832397,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,20.02499199,-1,1845.735395,-1,2458845.735,-1,10.27923417,-1,3.090812911,-1,386.0002897,-1,TRUE,17999,4304,2.094718,89.59265,-0.128844,0.4247465,2.34813,-1.74385,-2.83336,-1.40697,8.061317,7.37698,12.21465,0,0,362.0427,486.9822,5204.088,1743.443,0.7413879,2.541955,2.12E-18,5.125628,2.135841,0.6043808,2,4.893799,2.141337,-11.00767,2.513359,-6.540514,2.761559,12.80418,2.580424,-10.33726,2.505702,-5.456693,2.761557,11.68908,2.563635,PC
00142276270-01,142276270,1,s0014,44329,12.5848,,1686.04,,2458686.04,,0.0413,,28.019,,88.6482,,0.660981,,2.76185,,0.189026,,1798.61,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.576319,-0.1052098,0.4445067,-0.2490763,2,mandel-agol_geometric_transit_model,TRUE,7.396528,686.8704,786.4081,7.139199,5.700051,0.0262,148,182.1441,4.40445,,0.106993,,769.261,,82.759,,1,1,5767,127.443,4.47047,0.0766,0,0,0.977727,0.0484,1.102179,0.2019677,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,12.5847168,-1,1686.019224,-1,2458686.019,-1,1.994163035,-1,0.385696122,-1,1436.9036,-1,TRUE,19301,1192,3.232298,1045.755,0.00660327,0.6780382,3.58402,-4.007212,4.16109,-2.99447,18.78279,7.56226,0.4987536,0,0,339.4927,130.7364,5105.305,479.5799,2.589124,9.024855,0.0000016,9.427711,-3.988456,2.469966,2,5.082484,-0.370888,-1.984476,2.515524,-3.836371,2.640658,4.319246,2.614741,-2.044118,2.515492,-3.438158,2.640656,3.999919,2.608547,PC
00142378043-01,142378043,1,s0037,44364,1.83633,0.00557,2307.43,0.00394,2459307.43,0.00394,0.0273,0.0051,14.1265,1.35179,89.4167,96.6728,0.143819,15.1909,1.0111,0.317658,0.0275,0.295911,849.35,759.272,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.3930104,0.5936128,-0.5631061,0.176082,11,mandel-agol_geometric_transit_model,TRUE,13.09457,1459.147,1796.33,12.40865,23.76614,11.61738,329,314.5395,4.8118,0.416129,0.0323,0.00203995,2024.11,18.9801,3966.94,1.60608,1,1,6492.5,136.122,4.14721,0.0893,-0.11,0.12,1.61196,0.0788,0.3175818,0.0671,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,1.836125135,-1,2307.426825,-1,2459307.427,-1,1.483168557,-1,0.567324076,-1,948.2176554,-1,TRUE,15375,2716,1.629542,111.2991,-0.0752307,0.6087455,2.68467,-1.900356,0.35692,-0.270871,5.707239,12.25634,1.045497,0,0,2.757658,6.010479,4032.824,2194.469,0.2924323,0.9147006,3.2E-37,6.857083,-0.01445361,0.9666768,14,8.173858,1.680815,-2.743927,2.634777,-0.1924279,2.703794,2.750667,2.635119,-2.039848,2.634773,0.056,2.703793,2.040617,2.634825,PC
00142381532-01,142381532,1,s0015,44333,13.5573,,1715.18,,2458715.18,,0.0629,,19.1724,,89.32,,0.227553,,5.61196,,0.349589,,4788.42,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6962762,-0.6268616,1.149686,-0.4773733,2,mandel-agol_geometric_transit_model,TRUE,34.23318,2196.874,1512.549,36.40077,119.1308,1168.918,298,1537.603,5.64916,,0.102044,,596.264,,29.8727,,1,1,4760,117.245,4.49442,0.0874,0,0,0.822372,0.0544,1.384687,0.2933357,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,13.55416107,-1,1715.179491,-1,2458715.179,-1,6.111242888,-1,1.315686084,-1,4657.303529,-1,TRUE,22939,2336,1.638308,275.3531,0.0647151,0.6030816,3.16526,-2.382683,0.56109,-0.559745,54.59411,40.5064,1168.275,0,0,49.42834,29.72778,2444.404,362.2971,1.62906,5.088418,0,5.020918,0.8695593,0.791204,2,8.604753,3.848869,0.9365889,2.501754,0.6351965,2.507442,1.131668,2.503547,0.1342902,2.501745,1.069177,2.50744,1.077578,2.507351,PC
00142387023-01,142387023,1,s0022,44316,22.8102,,1902.35,,2458902.35,,0.0305,,43.1628,,89.9156,,0.0635,,4.15279,,0.123399,,1117.15,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6701883,-0.4889756,0.9725021,-0.4388652,2,mandel-agol_geometric_transit_model,TRUE,11.5296,953.3726,1174.003,9.670462,9.44902,2.07375,269,315.4568,2.74481,,0.150923,,534.439,,19.2802,,1,1,5182,127.291,4.5502,0.0845,0,0,0.824468,0.049,1.570457,0.3195706,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,22.81249046,-1,1902.350331,-1,2458902.35,-1,4.441396849,-1,0.590248946,-1,1223.100031,-1,TRUE,18812,2149,1.944809,235.3092,0.0278262,0.6888233,2.72635,-2.508872,-2.0903,-2.30558,8.391601,10.93425,0.165594,0,0,391.3831,321.291,3675.267,749.3572,1.215045,4.189495,2.2E-10,8.025075,-2.740358,2.191746,2,7.348126,-0.5630459,1.290903,2.529168,0.0493,2.654944,1.291844,2.529356,0.6617593,2.529157,-0.2828324,2.654943,0.7196662,2.54899,PC
00142394656-01,142394656,1,s0015,44333,8.15814,,1711.75,,2458711.75,,0.0911,,16.0438,,88.6149,,0.387822,,3.96556,,0.385039,,9634.97,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6756953,-0.5067358,0.9926316,-0.4441222,3,mandel-agol_geometric_transit_model,TRUE,46.57551,1279.8,1602.43,37.0118,122.6347,32.83463,301,397.9512,8.96913,,0.0758,,784.061,,89.314,,1,1,5150,126.322,4.46736,0.083,0,0,0.901802,0.0536,1.186448,0.2374838,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,8.158329964,-1,1711.746654,-1,2458711.747,-1,3.935215329,-1,0.540167326,-1,8849.720893,-1,TRUE,16390,2372,1.561808,516.4347,0.00248793,0.5964968,2.66621,-2.410791,2.58887,3.80692,28.76704,40.88015,3.863198,0,0,20.26801,13.91631,2572.13,437.6681,1.384563,4.074252,7.53E-144,9.702369,-1.117071,1.64627,4,38.64968,9.752886,-0.3880035,2.50053,-0.2442583,2.502297,0.4584854,2.501031,-0.7110866,2.500523,0.07,2.502289,0.7145231,2.50054,CP
00142562395-01,142562395,1,s0047,44613,3.26932,,2580.59,,2459580.59,,0.0948,,12.8686,,89.9555,,0.01,,2.12736,,0.18461,,10501.3,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.566503,-0.0667,0.3901936,-0.2273179,8,mandel-agol_geometric_transit_model,TRUE,26.27192,2029.328,2397.441,20.02917,43.68351,21.29453,419,405.7048,9.65238,,0.0438,,1183.13,,463.069,,1,1,5814,122,4.52004,0,0,0,0.932411,0,1.295485,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.269443035,-1,2580.59257,-1,2459580.593,-1,2.125906059,-1,0.282344638,-1,9876.912935,-1,TRUE,17472,3575,0.8158959,512.7964,0.00505603,0.6874945,1.75781,-3.343475,0.21248,0.662477,10.42302,19.60031,2.094333,0,0,5.819816,6.860774,2841.182,839.4614,0.7025179,1.974279,1.6E-80,7.142091,-0.3170455,1.050116,9,15.01461,1.560212,0.06182385,2.509424,-0.7578275,2.582556,0.7603451,2.58208,0.3066407,2.509424,-0.1822607,2.582553,0.3567176,2.528719,PC
00142635225-01,142635225,1,s0047,44613,8.64561,,2582.58,,2459582.58,,0.0801,,19.5266,,89.8971,,0.0351,,3.6534,,0.271542,,7440.49,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5184495,0.1217093,0.1252936,-0.1202133,3,mandel-agol_geometric_transit_model,TRUE,13.59294,1551.172,1592.094,22.17098,45.81471,309.6867,209,545.9055,8.05076,,0.0854,,870.579,,135.754,,1,1,6010,122,4.55546,0,0,0,0.920381,0,1.423941,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,8.647218704,-1,2582.583591,-1,2459582.584,-1,3.752901594,-1,0.43025048,-1,7899.784668,-1,TRUE,18303,2508,2.031667,1072.572,-0.124539,0.6385104,2.34712,-2.628478,6.29581,0.399977,24.51782,19.26044,0,0,0,66.4044,35.03255,3842.358,512.7411,1.866961,5.792428,9.56E-103,5.237281,0.2671878,0.8837984,3,1.463967,0.4744914,-0.5854444,2.516178,-0.8557042,2.670425,1.03681,2.622231,-0.3761442,2.516162,-0.445867,2.670422,0.5833368,2.607392,PC
00142784687-01,142784687,1,s0040,44441,3.17152,,2391.18,,2459391.18,,0.0883,,7.43524,,89.6759,,0.0421,,3.55638,,0.290496,,8976.83,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4731689,0.306303,-0.1402108,-0.00696,9,mandel-agol_geometric_transit_model,TRUE,24.41516,3672.312,4423.258,21.38463,49.20517,7.26339,838,826.0924,14.0301,,0.0444,,1551.37,,1368.92,,1,1,6140,122,4.17609,0,0,0,1.45618,0,0.3757288,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.170831919,-1,2391.184262,-1,2459391.184,-1,3.510365704,-1,0.467146093,-1,6830.172171,-1,TRUE,20508,7236,0.8594949,482.359,-0.139887,0.5106062,1.51229,-2.0887,0.56803,1.05553,8.050974,18.88675,0.0997,0,0,2.659121,2.762611,3062.946,797.8622,0.6005627,1.893125,1.78E-90,6.894829,0.398287,0.9181692,9,14.75078,2.128183,0.4601359,2.508254,-1.289783,2.578077,1.369403,2.570289,-0.0765,2.508249,0.0619,2.578074,0.0984,2.536119,PC
